,ID,Depth,Skinlatency,DR threshold test,Note1,Note2,Note3,Note4,Note5,Skin-4,Skin-3,Skin-2,Skin-1,Skin0,Skin1,Skin2,Skin3,Skin4,Ia-4,Ia-3,Ia-2,Ia-1,Ia0,Ia1,Ia2,Ia3,Ia4,Ib-4,Ib-3,Ib-2,Ib-1,Ib0,Ib1,Ib2,Ib3,Ib4,II-4,II-3,II-2,II-1,II0,II1,II2,II3,II4,Pyr-4,Pyr-3,Pyr-2,Pyr-1,Pyr0,Pyr1,Pyr2,Pyr3,Pyr4,aMN-4,aMN-3,aMN-2,aMN-1,aMN0,aMN1,aMN2,aMN3,aMN4,LRN-4,LRN-3,LRN-2,LRN-1,LRN0,LRN1,LRN2,LRN3,LRN4
29,NSNT0020,2.11,4.0,,,uln,,,,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OSNT0004,2.17,4.0,no,,d4,,,,0,0,-40,0,0,60,40,60,60,0,0,-10,0,0,0,0,0,0,0,0,-10,0,0,0,50,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,OSNT0016,2.84,,no,,,,Error: disynaptic Ia inhibition was added,,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,OSNT0020,1.99,5.3,no,,,,"Error: Ia inhibition was changed to disynaptic, but then removed (Ib field)",,0,0,0,0,0,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,OSNT0021,2.49,5.3,no,,,,illustration,,0,0,-20,0,0,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,40,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,OSNT0022,2.05,4.5,no,,,,,,0,0,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,OSNT0027,2.02,4.5,yes,,,,Error: added -2;-2.0 skin: illustration,,0,0,-20,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,OSNT0030,2.06,5.3,yes,,,,illustration spikes/pulses,,0,0,-20,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,OSNT0040,2.18,4.5,yes,,rad vrist,,,,0,0,-20,0,0,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,LSNT0000,2.05,4.4,yes,,rad dist,,illustration: very clear Ia identification (+skin),,0,0,-20,0,0,50,20,10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,LSNT0003,2.5,4.5,no,(AD aMN),d5,,,,0,0,0,0,0,10,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,LSNT0007,2.15,3.9,yes,,d5,,,,0,-40,-40,0,0,40,40,20,0,0,0,-40,0,0,50,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,LSNT0008,2.82,4.2,yes,(AD LRN),rad prox,,,,0,0,-20,0,0,20,10,20,0,0,0,-30,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,LSNT0016,2.45,4.2,yes,,d3,,,,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,50,0,40,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,LSNT0018,3.08,4.8,no,,d3,,,,0,0,-20,0,0,0,10,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,LSNT0019,3.25,4.5,no,,d3,,,,0,0,0,0,0,0,10,10,30,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,ISNT0000,2.7,4.0,,,uln dist,,,,0,0,-10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,ISNT0001,2.6,4.0,no,(AD aMN),uln,,,,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,ISNT0003,2.05,4.0,yes,,d2,,,,0,0,-20,0,0,0,30,50,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,90,0,0,0,0,0,-10,0,0,30,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,ISNT0004,2.41,4.0,yes,,d2,,,,0,0,0,0,0,0,0,20,0,0,0,-70,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,ISNT0012,3.05,4.0,yes,,d4,,,,0,-20,-20,0,0,0,80,20,30,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,50,20,0,0,0,0,-10,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,ISNT0013,2.09,4.8,no,,d3d4,,,,0,0,-70,0,0,50,20,20,0,0,0,-90,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,ISNT0015,3.08,4.4,,(AD aMN),d4,,,,0,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,HSNT0005,2.63,4.8,no,,,,,,0,0,0,0,0,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,-40,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,HSNT0011,2.72,4.8,,,,,,,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,IEWP0019p1,2.19,4.8,no,,,,error: corrected skin to also include +1,,0,0,-30,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,IEWP0019p2,2.76,4.8,no,,,,,,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,IFWP0004p2,1.71,4.8,yes,,d2d5,,,,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,IFWP0006p2,1.76,3.7,yes,,dors underarm,,,,0,0,0,0,0,70,20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,GSNT0000,1.9,4.4,no,,armveck,,,,0,-30,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,GSNT0002,3.09,,no,,u.arm,,,,0,0,0,0,0,0,0,0,0,0,0,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,-30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,GSNT0003,1.72,,no,,,,NEW CELL !,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,GSNT0005,2.86,4.4,no,,rad prox,,,,0,0,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,0,0,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,GSNT0007,2.83,4.8,,(AD LRN),d1 ventr,,illustration,,0,0,-10,0,0,30,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,FSNT0006,1.65,4.2,yes,,,,illustration,,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,FSNT0007,1.73,4.8,no,,,,,,0,0,-50,0,0,50,40,0,0,0,0,-40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,FSNT0008,2.65,4.8,no,,,,illustration,,0,0,-20,0,0,20,0,0,0,0,0,-30,0,0,40,0,0,0,0,0,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,ESNT0005,2.07,4.8,yes,,uln wr,,,,0,0,-30,0,0,60,0,20,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,ESNT0008,2.98,4.8,no,,uln wr,,,,0,0,0,0,0,0,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
